Date,Confirmed (daily growth) (CUSTOM),Deaths (daily growth) (CUSTOM),Confirmed (window average) (CUSTOM),Deaths (window average) (CUSTOM)
5/18/2020 0:00,584,5,635.5,14.875
5/17/2020 0:00,528,8,602.375,15.5
5/16/2020 0:00,819,11,586.625,17.5
5/15/2020 0:00,597,28,542.25,15.375
5/14/2020 0:00,743,17,518.75,15.625
5/13/2020 0:00,448,18,516.25,16.75
5/12/2020 0:00,333,26,469.875,17.375
5/11/2020 0:00,286,10,476.25,16.875
5/10/2020 0:00,396,7,445.875,17.25
5/9/2020 0:00,508,17,441.375,17.875
5/8/2020 0:00,448,16,425.125,16.875
5/7/2020 0:00,648,24,408.625,16.625
5/6/2020 0:00,500,20,433.125,18.625
5/5/2020 0:00,412,23,421.5,19
5/4/2020 0:00,203,18,435.5,19.375
5/3/2020 0:00,154,8,401.875,18
5/2/2020 0:00,592,23,406,18.25
5/1/2020 0:00,415,20,380.125,18.125
4/30/2020 0:00,560,19,390,16.5
4/29/2020 0:00,379,13,432.75,19.75
4/28/2020 0:00,533,22,414.25,19
4/27/2020 0:00,205,22,410.875,17.875
4/26/2020 0:00,282,5,374.5,18.625
4/25/2020 0:00,496,34,350.5,20.75
4/24/2020 0:00,444,17,317.75,18.5
4/23/2020 0:00,388,11,336.25,16.75
4/22/2020 0:00,269,25,336.125,18.125
4/21/2020 0:00,187,30,323.625,16.25
4/20/2020 0:00,271,4,310.625,15.625
4/19/2020 0:00,353,8,278.5,15.75
4/18/2020 0:00,281,16,270.375,15.75
4/17/2020 0:00,396,19,280.5,12.625
4/16/2020 0:00,340,12,272.875,12.125
4/15/2020 0:00,131,12,279.25,12.125
4/14/2020 0:00,204,25,276,10.625
4/13/2020 0:00,268,5,255,9.875
4/12/2020 0:00,210,0,237.875,9.75
4/11/2020 0:00,404,8,265.25,9.25
4/10/2020 0:00,255,4,275.375,6.75
